citycode:0512|poiid:B020019KNF|name:好食膳(狮山路店)|address:狮山路58号|location:120.566988,31.294296|tel:0512-68078107|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020017GUQ|name:AVANTI Restaurant|address:新市路259号苏州吴宫泛太平洋酒店|location:120.617048,31.290378|tel:0512-65106192;0512-65103388|type:餐饮服务;外国餐厅;西餐厅(综合风味)
citycode:0512|poiid:B020017GW9|name:海天楼中餐厅|address:新市路259号盘门三景旁边吴宫泛太平洋酒店主楼1楼|location:120.617048,31.290382|tel:0512-65103388|type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:0512|poiid:B02001HBTB|name:沙县小吃|address:天灵路200号华锦苑写字楼1层|location:120.636742,31.252974|tel:15050139433|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001D0RK|name:蜀都川菜|address:迎春花园128|location:120.639804,31.254675|tel:15950044196|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02001H2GD|name:王者归来盱眙(东大街店)|address:东大街150|location:120.619371,31.291105|tel:0512-65203252|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001DANC|name:醉美沧浪土菜馆|address:东大街146号(近盘门景区)|location:120.61935,31.29113|tel:15995742380|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001AZM7|name:好客炒饭|address:新市街(东大街口)|location:120.619642,31.291195|tel:|type:餐饮服务;中餐厅;江苏菜
citycode:0512|poiid:B02000625V|name:清华酒楼|address:新市路217|location:120.618934,31.291083|tel:0512-65254485;0512-65254487|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B0200188GO|name:七欣天品蟹轩|address:亿象城12幢3层|location:120.601016,31.275984|tel:0512-66107003;0512-65772077|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0512|poiid:B02001HA9C|name:湘膳餐饮|address:亿象城12幢5层|location:120.601007,31.275972|tel:18912791176;0512-67687776|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:0512|poiid:B0200187Q1|name:肯德基(人民路)|address:人民路454|location:120.6249,31.291667|tel:0512-65234257|type:餐饮服务;快餐厅;肯德基
citycode:0512|poiid:B02001H2GG|name:八斗香(新市路店)|address:新市路185|location:120.619725,31.29126|tel:0512-65300097|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B0200178IZ|name:得一鲜面馆(新市路店)|address:新市路189|location:120.619652,31.291247|tel:0512-65190947|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B0200188H3|name:福建沙县小吃|address:新市路182号|location:120.622391,31.291602|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000J6DQ|name:萃英园|address:新市路259号苏州吴宫泛太平洋酒店1层|location:120.616018,31.290351|tel:0512-65103388|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B02000IUCI|name:天宝阁|address:新市路259号苏州吴宫泛太平洋酒店1层|location:120.616018,31.290351|tel:0512-65103388|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B02001H2GF|name:化隆牛肉拉面|address:新市路193|location:120.619604,31.291249|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:0512|poiid:B02000JDCA|name:重庆鸡公煲(新市路店)|address:新市路195|location:120.619542,31.291239|tel:0512-69155292|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B0200187VH|name:必胜客|address:宝带东路399号丽丰广场112-113号|location:120.624849,31.291784|tel:0512-67071271|type:餐饮服务;快餐厅;必胜客
citycode:0512|poiid:B02001D0J8|name:好味道家常菜|address:迎春南路迎春花园内|location:120.640305,31.254698|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B020006522|name:四海游龙锅贴专卖店(盘胥店)|address:沧浪区盘胥路183号|location:120.611939,31.288823|tel:13913578775;0512-68204589|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001CZFP|name:大嘴吧重庆酸辣粉|address:枫津路143号|location:120.63475,31.251553|tel:15371466534|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001E6Q7|name:龙蟠宴会厅|address:新市路259号吴宫泛太平洋大酒店内(近人民路)|location:120.615919,31.290714|tel:0512-65103388|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001FVD6|name:3D印象|address:人民路438号瑞富广场A4023泰华商城东楼|location:120.62503,31.29211|tel:0512-87772101|type:餐饮服务;休闲餐饮场所;休闲餐饮场所
citycode:0512|poiid:B020005RL8|name:鑫花溪牛肉米粉(新市店)|address:新市路20号|location:120.623992,31.292161|tel:0512-65298138|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020005LHU|name:大娘水饺(新市路店)|address:沧浪区人民路647-2号(近北寺塔)|location:120.623309,31.292141|tel:0512-65584559;0512-67289898;0512-65314559|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B02000IULZ|name:金色池塘|address:新市路272号|location:120.616987,31.291246|tel:0512-65190188|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000IROV|name:北疆饭店(新市路)|address:新市路272|location:120.616727,31.2912|tel:0512-65197745|type:餐饮服务;中餐厅;清真菜馆
citycode:0512|poiid:B02000HSF1|name:要德火锅(文化宫店)|address:人民路509号|location:120.624155,31.292405|tel:0512-65302407;0512-65193698|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B020019AED|name:朱鸿兴卤菜店(新市路店)|address:新市路259号吴宫泛太平洋大酒店对面(近人民路)|location:120.61667,31.291353|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B0200164AF|name:澳门豆捞(宝带西路)|address:宝带西路1155号世茂运河城2幢3层|location:120.600343,31.264784|tel:0512-67871677;0512-83582079|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B02001H0I2|name:江南公社|address:新市路438号|location:120.614843,31.290817|tel:0512-67875999;0512-67875777|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:0512|poiid:B020019LPQ|name:千家万户烧鸡公|address:宝带西路1155号世茂运河之城C区2楼|location:120.60065,31.263807|tel:0512-67866788|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B020019YTV|name:齐鸣火锅DIY餐厅|address:宝带西路1155号世茂运河城C区1楼2号商铺(近大润发)|location:120.600655,31.263659|tel:0512-82263777|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B0200180UL|name:凉皮达人(东大街店)|address:东大街155号|location:120.618859,31.292024|tel:0512-65192229|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001H62W|name:牛太郎自助烧烤店|address:解放东路555号德合商业广场2层|location:120.600899,31.27878|tel:0512-65775557|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B02001FVBT|name:德庄火锅|address:解放东路555号德合商业广场2层|location:120.600897,31.278783|tel:0512-68556003|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B02000JFXQ|name:干锅世家|address:西大街1-7号|location:120.614743,31.290958|tel:0512-65725078|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02001A1AV|name:玲珑湾|address:宝带西路1151号1幢260室|location:120.600446,31.263367|tel:0512-67870777|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020017YPW|name:鑫花溪牛肉米粉|address:宝带西路115号世茂运河城C幢147号(近大润发)|location:120.600207,31.263813|tel:0512-65161568|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020016IMP|name:爱·自由风格餐厅|address:沧浪新城宝带西路1155号(大润发后)|location:120.600259,31.263369|tel:0512-65126790|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B02000K3YV|name:协和菜馆(西大街)|address:西大街1|location:120.614295,31.291167|tel:0512-65163733|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B0200164BE|name:阿拉丁麻辣烫|address:宝带西路1155号世茂运河广场C座(近大润发)|location:120.600042,31.263778|tel:0512-86889165|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B0FFF36M8O|name:猫先生茶货铺|address:宝带西路1155号世贸广场|location:120.60023,31.263299|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B020006CXN|name:一家人餐馆|address:南园北路30号(近南园桥)|location:120.636577,31.290575|tel:0512-65297909|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001BUEY|name:疯味派甜筒比萨|address:宝带西路1155号世茂电影院3楼(近世茂运河城)|location:120.59972,31.264269|tel:13584805087|type:餐饮服务;外国餐厅;意式菜品餐厅
citycode:0512|poiid:B020016IMO|name:千之花|address:宝带西路1155号世茂运河广场C座|location:120.599904,31.263759|tel:0512-68126877|type:餐饮服务;外国餐厅;日本料理
citycode:0512|poiid:B02001DK5T|name:青山麻辣烫|address:南园北路32号|location:120.636635,31.290613|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02000JF5Z|name:万丰酒楼|address:西大街15号|location:120.614252,31.291347|tel:0512-65731656|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B020019YVV|name:巴蜀烧鸡公世茂店|address:宝带西路C幢1155号105室世茂运河城|location:120.599805,31.263773|tel:0512-67877668|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B02001HAIT|name:东北骨肉饺子馆|address:南园北路10附近|location:120.636482,31.290786|tel:0512-65308970;13041483011|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B02000JLSU|name:豚韩国料理|address:广建路94号|location:120.630561,31.24903|tel:0512-65859805|type:餐饮服务;外国餐厅;韩国料理
citycode:0512|poiid:B0200164BD|name:九龙塘港式餐厅|address:宝带西路1155号世茂运河广场C2F-7|location:120.599759,31.263749|tel:0512-68123133|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B0200181JA|name:麻辣香锅套餐|address:广济南路219号新苏天地8楼|location:120.599884,31.263418|tel:0512-65126790|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000IROZ|name:东吴面馆(新市桥店)|address:西大街21|location:120.614278,31.291454|tel:0512-65094192;0512-65731656|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001DHNX|name:真鲜海鲜馆|address:西大街33号(吉庆街道前街口、新市桥东侧)|location:120.61416,31.291525|tel:0512-68833883|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B0200187KI|name:元上都北菜世嘉饭店|address:西大街37|location:120.6142,31.291594|tel:0512-65989567|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B020001SFC|name:黄天源(竹辉分店)|address:竹辉路300号|location:120.63017,31.292982|tel:0512-65300448;0512-67703096|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001A1LU|name:老街食府|address:吉庆街新市路口|location:120.614283,31.291713|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001DNJ9|name:老字号饭庄|address:广建路95号|location:120.631134,31.248714|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B0200164BK|name:乾皇府东北农家菜|address:宝带西路1155号世茂运河城|location:120.59927,31.263611|tel:0512-66388667;0512-66388677|type:餐饮服务;中餐厅;东北菜
citycode:0512|poiid:B0200187RS|name:川妹子酸菜鱼|address:西大街45|location:120.614196,31.291934|tel:0512-65167977|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B0200164BJ|name:韩尚轩(世茂运河城店)|address:宝带西路1155号|location:120.599344,31.263247|tel:13405018580;0512-68124256|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B02001E8O3|name:古色传香瓦缸营养美食|address:苏州市吴中区|location:120.63279,31.249013|tel:13771726567|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001A1CU|name:桥头火锅城|address:胥江路13-16号|location:120.608962,31.289485|tel:0512-68209038|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B0200178XK|name:兰州正宗牛肉拉面(广建路)|address:广建路91号|location:120.631367,31.248623|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:0512|poiid:B02001D12I|name:麦克斯汉堡|address:广建路(汽车客运站附近)|location:120.631775,31.248669|tel:13401427289|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B020019CHR|name:全统永和豆浆(吴中店)|address:广建路85号(吴中汽车站对面)|location:120.631607,31.248618|tel:0512-67085377|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B0200187HJ|name:兰州拉面|address:南园北路324号|location:120.6364,31.291532|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:0512|poiid:B0200187AX|name:如意馄饨|address:沧浪区南院北路88号|location:120.636319,31.291601|tel:0512-65720972|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001FSGV|name:千岛湖鱼佬大农家煲(苏州店)|address:西大街55|location:120.614151,31.292104|tel:0512-65183619|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000JKJQ|name:老苏家饭泡粥(胥江路店)|address:胥江路137-139号|location:120.60822,31.289232|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B020017FH0|name:欢欢快餐店|address:广建路79号|location:120.631959,31.248574|tel:15298894689|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001DDMG|name:好阳光海味世家|address:苏蠡路东侧60号蠡盛大厦1层|location:120.615699,31.24897|tel:0512-66050777;0512-66059777|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B0200187BP|name:华夏饭店|address:竹辉路木杏新村南门附近|location:120.631361,31.293273|tel:0512-65205771|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020017EDH|name:阳光国品|address:苏蠡路|location:120.615688,31.248971|tel:0512-65050777|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001H3W6|name:湘苏园|address:胥江路82号|location:120.609453,31.290052|tel:0512-68125277|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:0512|poiid:B02001CZCB|name:成都美食|address:广建路东兴花园附近|location:120.632904,31.248743|tel:0512-66358323|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02000IUE9|name:福临门大家庭(东大街店)|address:东大街205号|location:120.618406,31.293443|tel:0512-65103738|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020001KW3|name:金满楼大酒店|address:胥江路82|location:120.609368,31.290059|tel:0512-68159877|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B02001EDCB|name:乐而美|address:广建路57附近|location:120.63279,31.248673|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001IBDC|name:美味佳大酒店|address:解放西路1号|location:120.59877,31.278103|tel:0512-68110777|type:餐饮服务;中餐厅;江苏菜
citycode:0512|poiid:B02001696C|name:东吴面馆(吴中南站店)|address:广建路(近吴中汽车站)|location:120.632532,31.24858|tel:0512-66359380;0512-66617717|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020019Z9M|name:阿喜烧烤|address:胥江路130号(近新市桥)|location:120.60866,31.289688|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B02001D0HV|name:和睦人家|address:广建路93号|location:120.631226,31.248251|tel:|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:0512|poiid:B02001D9H8|name:蜀哥鲜|address:广建路东兴花园附近|location:120.63322,31.24873|tel:18662612185|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B0200065ZJ|name:太湖之星酒店|address:竹辉路345|location:120.633327,31.292941|tel:0512-65139792;0512-65189792|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020017TI5|name:福建沙县小吃|address:石湖西路175号|location:120.607554,31.252585|tel:15850013862|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020019CD5|name:南园包子|address:南园北路98号(近南园桥)|location:120.63638,31.29194|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B02001A0LL|name:得一鲜面馆(胥江店)|address:胥江路139|location:120.607827,31.289325|tel:13915598533|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001C0TM|name:傻子瓜子(吴中商城店)|address:东吴南路|location:120.62972,31.247808|tel:|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B020019KZH|name:虞记酒楼|address:苏蠡路59号|location:120.614479,31.249038|tel:0512-68560100;0512-65254756|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B02001CW5L|name:正宗牛肉拉面|address:胥江路145|location:120.60771,31.289328|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02000J6NQ|name:望月楼私房菜|address:东吴南路137号阳光水榭商业街(近吴中汽车南站)|location:120.629241,31.24769|tel:0512-65986897|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000JFE9|name:吴江沙氏椒盐龙虾(盘胥店)|address:盘胥路759|location:120.61101,31.291301|tel:0512-60266277;0512-67860977|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0512|poiid:B02000ICEV|name:五芳斋(苏州胥江路店)|address:沧浪区胥江路22号附近|location:120.608291,31.289801|tel:0512-68550533|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001A0SD|name:来伊份(南园店)|address:南园北路118号天和大厦(近杰特曼大酒店)|location:120.63606,31.29226|tel:4008819777|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B02001H0VI|name:苏豫阁酒店|address:服装城1区3幢17号|location:120.631886,31.248094|tel:0512-65858754|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B02001CZTC|name:木子快餐|address:广建路东兴花园附近|location:120.63293,31.248318|tel:13771734474|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02000JIN0|name:七八九农家乐土菜馆|address:郭巷镇东环南路1599号大通加油站旁|location:120.651822,31.275152|tel:0512-67502999|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001HCVV|name:东吴家宴|address:东吴南路168附近|location:120.630278,31.247614|tel:0512-65611777|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B020019ZTJ|name:香磨五谷食疗养生坊(胥江路店)|address:胥江路162号(香雪海对面)|location:120.60757,31.289667|tel:0512-68110633|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001696H|name:福建沙县小吃(广建路)|address:广建路19号|location:120.634642,31.248592|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001HDEH|name:忆口香龙虾(苏州总店)|address:盘胥路777|location:120.61088,31.29171|tel:0512-67872717;18858179030|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0512|poiid:B02001DMXT|name:新疆木卡木饭店|address:东吴南路156号|location:120.63123,31.247547|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B0200180O3|name:香辣蟹跳跳蛙烤鱼|address:盘胥路777号(近新市桥)|location:120.61083,31.2918|tel:0512-67872717|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B02001G45J|name:涮一把|address:盘胥路779号(新市街码头对面)|location:120.61083,31.291819|tel:13776115561|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B02001AK7M|name:兄弟小厨|address:胥江路|location:120.60569,31.289|tel:0512-65263607|type:餐饮服务;中餐厅;江苏菜
citycode:0512|poiid:B0200172PV|name:米乐快餐|address:石湖东路76号锦都大厦旁|location:120.641581,31.251293|tel:13913599159|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000JPVT|name:嘉福海港城(蠡和大厦南)|address:苏蠡路55号|location:120.614494,31.248095|tel:0512-65651717|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0512|poiid:B02001DADX|name:南园包子|address:胥江路295号(近胥江新村)|location:120.60538,31.28882|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B02001G5FV|name:樱桃小镇|address:东吴南路137号阳光生活广场101号|location:120.6283,31.24666|tel:15861559070|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020017QIA|name:绿杨馄饨(新郭路店)|address:新郭路|location:120.596167,31.269047|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001JWQ0|name:傅氏盱眙龙虾城|address:新郭路327号|location:120.596182,31.26865|tel:0512-65203252|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0512|poiid:B02001ID9N|name:凡堡格迷你汉堡屋|address:胥江路299号(香雪海饭店旁)|location:120.605225,31.288782|tel:0512-86882186;18626272807|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001D155|name:阳光生活广场|address:吴中东吴南路137号(吴中汽车站往南50米,华润超市对面)|location:120.62907,31.246657|tel:0512-65255333|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001G5I0|name:藏书羊肉馆|address:友新路1188号亿象城6幢1楼|location:120.59604,31.26914|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001CWFY|name:全家福饭店|address:石湖西路181-1号|location:120.60538,31.25265|tel:13222240750|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000HSUP|name:锅膳台式涮涮锅|address:桐泾南路171号|location:120.598856,31.28164|tel:0512-68551295|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B02000HV9B|name:巴蜀留香|address:盘胥路803|location:120.610666,31.292284|tel:0512-68553591|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B020017616|name:七欣天迷宗蟹(阳光水榭店)|address:东吴南路137号阳光水榭阳光生活广场1-2层|location:120.628513,31.246511|tel:0512-65857877;0512-65855177|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0512|poiid:B02001K36S|name:全味堂|address:新郭路333号四季商业广场(中医院对面)|location:120.595981,31.268713|tel:15895437273|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020019OFB|name:惬意江南|address:东吴南路137号阳光生活广场(近吴中汽车站)|location:120.62781,31.246359|tel:0512-67087810;0512-67660777|type:餐饮服务;中餐厅;江苏菜
citycode:0512|poiid:B02000HSTC|name:绿杨馄饨店(解放西路)|address:沧浪区绿扬馄饨公园天下店(公园天下)|location:120.597021,31.278007|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001H2FH|name:嘉尚咖啡|address:桐泾南路177号|location:120.598809,31.281878|tel:0512-68211563|type:餐饮服务;休闲餐饮场所;休闲餐饮场所
citycode:0512|poiid:B020019M2E|name:金芙蓉饭庄|address:人民路661号|location:120.623907,31.295517|tel:|type:餐饮服务;中餐厅;江苏菜
citycode:0512|poiid:B020016IMT|name:东吴面馆(吴中西路店)|address:沧浪新城吴中西路889号|location:120.595795,31.269238|tel:0512-68211106|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001JWFQ|name:敏子餐馆|address:胥江路373号|location:120.60437,31.288527|tel:0512-65826959;15006130468|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02000IEL9|name:新水晶舫酒楼(桐泾店)|address:桐泾南路179号新康花园|location:120.598732,31.282027|tel:0512-68119007;0512-68117979|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B02000HVGD|name:昌兴人家|address:胥江路385|location:120.604136,31.288416|tel:18913153686;0512-68552553|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020000FF9|name:开源大酒店|address:胥江路326|location:120.604745,31.28895|tel:0512-68215773;0512-68129777|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000KAE1|name:新康资味族包子铺|address:沧浪区桐泾南路新康菜场内(桐泾公园对面)|location:120.598598,31.281885|tel:0512-66696139;0512-68551190|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001729R|name:新嘉福餐饮|address:苏蠡路55号金十六区|location:120.61486,31.247429|tel:0512-65651717;0512-67073888|type:餐饮服务;中餐厅;浙江菜
citycode:0512|poiid:B02001HBQJ|name:巴蜀风|address:竹辉路233号|location:120.637502,31.29325|tel:0512-65269353|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02001JWT7|name:杜三珍(沧浪新城店)|address:吴中西路909号汇邻中心(新城实验小学对面)|location:120.59545,31.269417|tel:13004570761|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001B01H|name:水城食府|address:人民路680号|location:120.624121,31.295902|tel:0512-68159777;0512-65208484|type:餐饮服务;中餐厅;江苏菜
citycode:0512|poiid:B02000JFDW|name:水城大酒店|address:沧浪区胥江路405号|location:120.603308,31.288176|tel:4000676128;0512-68158777|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B02000HT1L|name:虎仔港式茶餐厅|address:沧浪区盘胥路826号SOS酒吧对面|location:120.610441,31.292965|tel:0512-68555170|type:餐饮服务;快餐厅;茶餐厅
citycode:0512|poiid:B020019ZLR|name:盱眙倪氏龙虾(泰南路店)|address:泰南路(近盘胥路)|location:120.609761,31.292877|tel:18751155622;18013575230|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0512|poiid:B020005Y75|name:兰州俞老二拉面馆|address:沧浪区人民路687号|location:120.623668,31.296335|tel:0512-65191348|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001AZNZ|name:小重庆火锅|address:盘南路5幢C座|location:120.616794,31.29565|tel:0512-68210205|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B02001B16L|name:东吴面馆|address:东兴路29号|location:120.653691,31.277434|tel:13914080803|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B0200166KJ|name:苏客中式餐饮|address:天灵路208号|location:120.630616,31.245483|tel:0512-68563477|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000IZ9T|name:竹趣轩|address:竹辉路168号竹辉饭店2层|location:120.637871,31.294144|tel:0512-65205601|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B020001OVU|name:昌盛酒楼|address:东环南路|location:120.653342,31.279394|tel:|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B02001D9GQ|name:蜀国川菜馆|address:石湖东路35号|location:120.64038,31.2486|tel:15716210882|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02001CZMS|name:创业饭店|address:正基大厦马路对面|location:120.654526,31.265236|tel:0512-87666028|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020017DNK|name:龙记面食店|address:石湖东路52号|location:120.645875,31.25198|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001D80Z|name:川香麻辣烫|address:迎春南路151号|location:120.641685,31.249048|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001CKU4|name:绿杨馄饨店|address:苏州市东大街|location:120.617728,31.296443|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02000JLI5|name:陆振兴(东大街店)|address:东大街473|location:120.617789,31.296502|tel:0512-51077034|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B0200168AG|name:金龙快餐|address:石湖东路58附近|location:120.644151,31.250293|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001ITAK|name:呀咪优味|address:天灵路119号(港澳桂苑大门向东30米)|location:120.63168,31.245058|tel:18962189551|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001D12M|name:东方酒楼|address:北港路姜家社区(近东环南路)|location:120.655616,31.270778|tel:0512-66983185|type:餐饮服务;中餐厅;江苏菜
