citycode:0591|poiid:B024F0VANL|name:家家香|address:八一七北路187安泰中心145号(近织锦巷)|location:119.30044,26.08242|tel:|type:餐饮服务;中餐厅;福建菜
citycode:0591|poiid:B024F0U9CU|name:沙县小吃(六一中路)|address:六一中路9|location:119.318793,26.074639|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05ACN|name:沙县小吃(长乐中路)|address:长乐中路171号|location:119.328425,26.069013|tel:0591-83634043|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F03CM2|name:福川日本料理|address:古田路177号|location:119.318105,26.075984|tel:0591-83330932;0591-83330935|type:餐饮服务;外国餐厅;日本料理
citycode:0591|poiid:B024F04ZE6|name:客家餐馆(东岳路)|address:岳前6|location:119.327057,26.088614|tel:0591-83868221;0591-87402888|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0ZOR5|name:徐民膳品|address:福新东路(茶会永辉超大型市对面)|location:119.33953,26.07776|tel:15980675820|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0VPZ3|name:铜锣湾海鲜火锅|address:六一中路28号佳盛广场2楼(六一环岛旁)|location:119.31819,26.075554|tel:0591-88191718|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0591|poiid:B024F0ZOYI|name:187饭店|address:茶会一弄附近|location:119.338227,26.083729|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04VPW|name:兰州马家拉面(岳前分店)|address:岳前115|location:119.326866,26.088676|tel:|type:餐饮服务;中餐厅;清真菜馆|餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0ZN8I|name:永泰青云山土菜馆(双龙店)|address:连江中路124号|location:119.33517,26.07081|tel:0591-38177177|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U06D|name:黄岐七星海鲜楼(连江北路店)|address:连江北路269号(喜盈门旁)|location:119.334215,26.087444|tel:0591-83921988|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04JJJ|name:食尚坊餐饮|address:智信城5层|location:119.317902,26.076026|tel:0591-83309222;0591-83339222|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U1CY|name:西海岸|address:六一中路省机械研究院旁海潮东路交叉路口|location:119.320553,26.071872|tel:0591-87736777|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0591|poiid:B024F04W38|name:金达莱|address:晋安区长乐北路紫金苑6-7店(近金潮会所)|location:119.326086,26.088615|tel:0591-87324079;0591-87300751|type:餐饮服务;中餐厅;火锅店
citycode:0591|poiid:B024F0YFD0|name:麦思客|address:长福路附近|location:119.33202,26.06928|tel:0591-63130063|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0506A|name:有名仔(六一中路)|address:六一中路99|location:119.319775,26.072661|tel:0591-83343989|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F03KEG|name:华福饭店|address:岳前113|location:119.327157,26.088826|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U0LN|name:百味佳川菜馆(凤坂公寓西北)|address:后浦路北段|location:119.339545,26.07661|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F04VPV|name:沙县小吃(东岳路)|address:岳峰镇岳前路5号|location:119.327195,26.088845|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VJQ0|name:尚点集|address:福新路|location:119.317517,26.08062|tel:0591-83561905|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05RWR|name:天天菜馆(长福路)|address:双坂巷与长福路交叉口|location:119.331542,26.069072|tel:0591-83358347;13960854535|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F03WN5|name:德克士(环岛餐厅)|address:古田路177号|location:119.317708,26.076206|tel:0591-87523899|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F04WO5|name:味罗氏|address:长福路附近|location:119.332364,26.06929|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U7G0|name:天地人饭庄|address:六一中路113省机械科学研究院旁|location:119.319765,26.072441|tel:0591-83379687|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04WNY|name:农佳乐|address:王庄长福路|location:119.331465,26.068974|tel:0591-83658673;15659731450|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04XLP|name:小尾羊(福州六一环岛店)|address:古田路177|location:119.317715,26.075897|tel:0591-88088337;0591-88088336;0591-88287777|type:餐饮服务;中餐厅;火锅店
citycode:0591|poiid:B024F0U0EP|name:御尚阁|address:六一中路115号|location:119.320582,26.071592|tel:0591-83367677;0591-83381155|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0591|poiid:B024F0VHM4|name:清弟海鲜吧|address:长乐北路118号—6|location:119.326582,26.088897|tel:13506997870;0591-87735111|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VL11|name:砂锅美食城|address:福新路246号对面|location:119.317349,26.080612|tel:15880035333;0591-87619761|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04DO3|name:面面聚道(古田支路)|address:古田支路132号|location:119.317352,26.076999|tel:0591-83372510|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F01IUO|name:福州福达汽车配件有限公司|address:古田路132号福达商厦4层|location:119.317327,26.07706|tel:|type:公司企业;公司;公司|餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04DNV|name:又一村小饭店|address:古田支路中段(福达大厦附近)|location:119.317168,26.077637|tel:13055755957|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VGF2|name:长福大排档|address:杏园路与长福路交叉口|location:119.331529,26.068829|tel:13599059458;0591-63315809|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VFZ4|name:同福食府|address:长乐中路193号|location:119.328546,26.068455|tel:0591-88057527|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VIKD|name:食香源|address:后浦路附近|location:119.3397,26.075904|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0ZW8Z|name:嘛嘛的世界|address:塔头路桂香街桂香3号楼1-2号|location:119.321989,26.087419|tel:0591-87321726|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F0VQRA|name:小厨房|address:岳峰镇桂香街桂梅小区|location:119.32265,26.087824|tel:15280018169|type:餐饮服务;中餐厅;福建菜
citycode:0591|poiid:B024F0ZNC5|name:北乾红烧肉|address:塔头路桂香街内|location:119.321973,26.087438|tel:0591-63174877;18255085386|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0YZ19|name:湘巴啦餐厅|address:福新西路双子星大厦A座|location:119.31707,26.08036|tel:|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:0591|poiid:B024F0VHFV|name:新古田饭店(能源巷)|address:能源巷10号|location:119.317729,26.074827|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04AYM|name:华辉广式美食|address:福新西路246号(近双子星大厦对面)|location:119.317064,26.080895|tel:0591-87524499|type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:0591|poiid:B024F0375L|name:沙县小吃(桂香街)|address:琯尾街7号店|location:119.321431,26.087262|tel:0591-87328559|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0YU5L|name:黄岐避风塘酒楼|address:喜盈门福州建材家具广场附近|location:119.335276,26.087584|tel:0591-83611988;0591-87619115;0591-83921988|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B024F0582L|name:茶会吃仙|address:福新东路茶会新村口(茶会村委会对面)|location:119.339224,26.083554|tel:0591-83658563|type:餐饮服务;中餐厅;海鲜酒楼|餐饮服务;茶艺馆;茶艺馆
citycode:0591|poiid:B024F0U8S1|name:清口清汤面(福马路)|address:鼓山镇福马路近后浦路420号清口|location:119.339492,26.074636|tel:13506990030;0591-87319989;0591-83964840|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VIBA|name:莆田风味馆|address:福马路369号|location:119.339287,26.074097|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XZV6|name:乡里味|address:桂香街桂梅小区1号20号店面|location:119.32038,26.08662|tel:18705910993|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0U7C7|name:品味轩饭店(桂香店)|address:康山路与桂香街交叉口|location:119.321026,26.087145|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U16T|name:品城大酒楼|address:长乐北路28号|location:119.325631,26.08927|tel:0591-87918699;0591-88110777;0591-88001777|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B024F04EK0|name:小福记川菜馆|address:能源路8|location:119.317488,26.074732|tel:0591-83175498|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F0VKQY|name:连江饮食店(双坂分店)|address:长福路与杏南路交叉口|location:119.331691,26.068389|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04W2W|name:武哥餐厅|address:桂香街桂梅小区旁边|location:119.320575,26.087083|tel:0591-83141576|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VHIA|name:吴忠小吃|address:后浦路和庙前街的交叉口附近|location:119.339591,26.074079|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05VG9|name:佳乐基(连江中路)|address:双坂村附近|location:119.3351,26.06953|tel:0591-83671532;0591-87146676|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0ZOYS|name:盛爱小吃店|address:晋安区|location:119.339739,26.083533|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VITL|name:浦下公馆|address:塔头桂香街梅仙路|location:119.319611,26.086409|tel:0591-87327636|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04WIY|name:客家小吃(古田支路)|address:古田支路L40号|location:119.316328,26.077636|tel:0591-63337880;13859095598|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U7HU|name:九九饭店|address:连江路双翔新村1楼|location:119.335763,26.069813|tel:0591-83991575|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VIYV|name:新王庄吃仙|address:长福路185号(南湖市场斜对面)国货路和长福路交叉路口100米|location:119.331805,26.0681|tel:18659106522;13705066585|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04W2U|name:姐妹炖罐店(桂香街总店)|address:桂香街香樟林城市花园对面|location:119.320178,26.087128|tel:13509361271|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VJ5I|name:重庆鸡公煲万州碳烤鱼|address:南湖路和长福路的交叉口附近|location:119.331851,26.067991|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0591|poiid:B024F0VI1W|name:莆田卤面(连江中路)|address:连江中路153附近|location:119.336115,26.069831|tel:18046097875|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04VDU|name:桂林特色牛肉米粉|address:福新路192|location:119.31623,26.080871|tel:0591-63329678|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U7PG|name:福州小吃|address:连江中路双翔新村|location:119.336253,26.069831|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U6IG|name:清口清汤面(桂香街)|address:桂香街66香樟林城市花园对面|location:119.320009,26.087164|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VGS6|name:坛烧八味|address:福新路双子星车站背后(双子星大厦对面)|location:119.316157,26.080867|tel:13459470715|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05V94|name:九记餐厅|address:长乐中路239号|location:119.328701,26.067428|tel:0591-87481189|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VJ8G|name:粥大福|address:桂香街66香樟林城市花园斜对面|location:119.3199,26.087168|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VI6P|name:御品豆浆简餐|address:海潮路50号|location:119.318854,26.071479|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05U6H|name:豪味居食尚菜|address:福新路203号(双子星大厦旁)|location:119.31593,26.080481|tel:0591-87873808;0591-87507968|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VIYS|name:诸葛烤全鱼大排档|address:长福路1号附近|location:119.331966,26.067743|tel:13489051888|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0591|poiid:B024F0U16M|name:佬东北菜馆(桂香店)|address:岳峰镇桂香路桂梅小区1号楼16-17店面|location:119.319806,26.087205|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05KP4|name:太姥山酒店|address:六一中路126号宁德驻榕办院内|location:119.319419,26.070798|tel:0591-87113088|type:餐饮服务;中餐厅;福建菜
citycode:0591|poiid:B024F0VC6T|name:朱紫坊蹄膀店|address:福新路203号双子星大厦旁|location:119.31591,26.080497|tel:0591-87507968|type:餐饮服务;中餐厅;福建菜
citycode:0591|poiid:B024F0VGWB|name:连江饮食(连江中路)|address:连江中路190|location:119.335076,26.068873|tel:13860690288|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U0IM|name:小虾米川味馆|address:后浦路226号(厦航茶会大楼旁)|location:119.341447,26.078904|tel:0591-88855626;0591-83661102|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F0VIVU|name:古都饭店|address:秀坂78号|location:119.336491,26.069733|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U0RY|name:武夷山大排档|address:后浦新村一楼|location:119.341451,26.078571|tel:13625078159|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U14M|name:川味之源|address:后浦路226号后浦新村旁|location:119.341462,26.07872|tel:0591-87488017|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F0U1YF|name:荆州家常菜馆|address:后浦路226号附近|location:119.341463,26.078982|tel:13645007669|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U0XO|name:麻辣香川菜馆|address:后浦新村门口|location:119.341465,26.078638|tel:13960714933|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F0XEVP|name:闽菜技艺研究会|address:塔头路197号|location:119.32316,26.089321|tel:|type:餐饮服务;中餐厅;福建菜
citycode:0591|poiid:B024F0U760|name:黄鹤楼(桂香街)|address:岳峰镇桂香街23号桂梅小区1#楼1层21店面|location:119.319639,26.087234|tel:0591-88788066;0591-87327319|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0ZXHI|name:兴洋小吃店|address:古田之路泮洋新村1座(近古田路)|location:119.31566,26.07779|tel:0591-83364802|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05S8R|name:老马大排档|address:长福路与南湖路交叉口|location:119.332048,26.067584|tel:0591-83188787|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05X1L|name:客庄食坊|address:福新西路|location:119.315686,26.080409|tel:0591-87543577|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F043SS|name:聚友大排档(连江中路)|address:连江中路190号对面|location:119.335721,26.068999|tel:0591-83629430|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04BXR|name:新连福餐厅|address:桂梅小区1|location:119.319482,26.087259|tel:0591-83839952|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04XKJ|name:福州亮嫂奇味小吃(长乐中路)|address:长乐中路270号附近|location:119.328121,26.067098|tel:0591-28060596;13655001960|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XTGO|name:川湘食府|address:象园街道王庄4区9号|location:119.328164,26.067067|tel:13599435081|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F037PW|name:蜀都鱼庄|address:鼓楼区福新西路173号|location:119.315565,26.080473|tel:0591-87564295;0591-28232996|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04XKK|name:沙县小吃(中共晋安区纪委象园街道工作委员会北)|address:长乐中路270号|location:119.328133,26.067027|tel:0591-63315507|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U87M|name:旺旺小吃店|address:福马路421号|location:119.339995,26.072909|tel:0591-83622004|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F05KH8|name:阿里巴巴|address:古田支路100号|location:119.315464,26.077715|tel:0591-83332450|type:餐饮服务;中餐厅;福建菜
citycode:0591|poiid:B024F0VJ2R|name:禾记港式烧腊套餐(塔头分店)|address:塔头路桂香街11号(福州锅炉厂附近)|location:119.319099,26.087069|tel:0591-83198860|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U0QJ|name:福清小吃特尝|address:桂香街11附近|location:119.319096,26.087107|tel:0591-26627776|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XTDA|name:东北饺子王|address:长乐中路286号附近|location:119.328186,26.066957|tel:18759122400|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04XKM|name:一品香饭店(长乐中路)|address:长乐中路270附近|location:119.32814,26.066951|tel:0591-88877765|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05VIJ|name:福榕饭店|address:梅仙街与桂香街交叉口|location:119.319108,26.087162|tel:13559119167|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05V92|name:渝府鱼家|address:长乐中路227附近|location:119.328806,26.066911|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F039BK|name:小聚楼|address:塔头路273号|location:119.327631,26.090734|tel:0591-87327220|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VJPV|name:阿啦上海(福州福新店)|address:福新路173号泛亚中心1层|location:119.315438,26.08046|tel:15880052218|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04WJ3|name:辣又辣酸菜鱼(古田支路店)|address:古田支路96|location:119.315365,26.077708|tel:0591-83346060;0591-83320246|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VKO9|name:万蜀园(塔头店)|address:塔头路145号2层|location:119.321199,26.088787|tel:0591-88190788|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04094|name:大众饭店(福州博爱中医院东南)|address:福马路198附近|location:119.341013,26.074496|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VKJZ|name:茶会刘二饭店|address:福新东路191号茶会解困小区(近厦航公司宿舍)|location:119.34196,26.078769|tel:0591-87598507;0591-83645422|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VGGX|name:湘鄂老地方菜馆|address:后浦路226号|location:119.34196,26.078987|tel:13107957215|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VKK0|name:荆楚之家|address:后浦路226号|location:119.34196,26.079173|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05TY0|name:永和鱼丸(古田支路)|address:支路畔洋新村2号楼02店|location:119.315266,26.077718|tel:0591-83322240|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VJH8|name:光泽菜馆|address:后浦路226号|location:119.341976,26.078205|tel:0591-83645659|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XX6T|name:有点牛小吃店|address:茶会小区10号店|location:119.34196,26.08011|tel:0591-87322117|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VAWN|name:小当家|address:桂香街2A号|location:119.31906,26.087347|tel:0591-87178178|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VJ8U|name:兄弟餐馆(塔头路)|address:三角池直巷|location:119.323615,26.090093|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F037AU|name:尚干过桥米线|address:桂香街5附近|location:119.3191,26.087447|tel:0591-83182582|type:餐饮服务;中餐厅;云贵菜
citycode:0591|poiid:B024F0U1GJ|name:久久湘|address:茶会小区5-9号|location:119.342037,26.080457|tel:0591-87185799;13615051799|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:0591|poiid:B024F0U0XR|name:华莱士(官前路)|address:福新路茶会小区10座6号店面|location:119.342118,26.080123|tel:0591-87482886|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F04WN7|name:阿咪|address:长福路南段|location:119.332308,26.06708|tel:0591-28186777;0591-88207700|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0591|poiid:B024F032FW|name:故乡居乡土菜|address:塔头路东城公寓下面|location:119.324522,26.090543|tel:0591-87326295|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U8FG|name:永乐小吃店|address:六一中路136号|location:119.319275,26.069871|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VJYL|name:大家乐排档|address:后浦路|location:119.342029,26.081193|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VH9I|name:陈记大排档|address:福新东路189号斜对面|location:119.342014,26.081264|tel:13045912880|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F032U2|name:好运来川菜馆(桂香街)|address:塔头路5附近|location:119.319268,26.087838|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F04VPZ|name:热快餐|address:塔头路273号|location:119.327745,26.091113|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04VPX|name:珊瑚粥铺|address:岳峰岳后136号|location:119.327578,26.091113|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U8KD|name:一宝口福大排档|address:福新东路与后浦路交叉口|location:119.342061,26.08139|tel:0591-83615180|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0121C|name:华威大饭店|address:福新路171号|location:119.31494,26.080394|tel:0591-87609191;0591-87503542;0591-87500558|type:住宿服务;宾馆酒店;三星级宾馆|餐饮服务;中餐厅;中餐厅|公司企业;公司;公司
citycode:0591|poiid:B024F04WP4|name:有名仔(长乐中路)|address:长乐路(近汉唐文化城)|location:119.328867,26.066475|tel:0591-88053376|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04AZZ|name:北方人独一处饺子馆|address:福新西路62号(近华威大酒店)|location:119.315001,26.080796|tel:0591-87549492|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0591|poiid:B024F0VIUS|name:姑娘手(塔头店)|address:塔头路(近永辉超市)|location:119.325381,26.09087|tel:15980511245|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VJ8S|name:米粉世家(塔头店)|address:长乐北路3附近|location:119.325428,26.090889|tel:13067309905|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VQE4|name:比哥鸡排|address:塔头路桂香新村10-11店面|location:119.31957,26.088219|tel:0591-83182868|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F04XOM|name:连江海鲜锅边(六建分店)|address:福新中路155号消防支队公寓房02店面|location:119.316539,26.072808|tel:13599048790|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05V5Q|name:食锦斋|address:东门塔头路332号(世欧澜山楼盘,原锅炉厂对面)|location:119.323569,26.090397|tel:0591-87333093;0591-87515500|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05V98|name:圣克士(长乐中路)|address:长乐中路275号|location:119.328889,26.066407|tel:0591-83927660;0591-83541981|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0U1UW|name:美福|address:长福路南段|location:119.332369,26.066865|tel:13950239727|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VJ8T|name:陈记味客餐厅(塔头店)|address:塔头路|location:119.325144,26.090907|tel:0591-26580008|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VBS7|name:锅边大碗|address:古乐路|location:119.316421,26.072854|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0Y8QA|name:斯巴乐|address:古田路|location:119.31553,26.074628|tel:0591-63133638|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0VR7U|name:淳百味(连潘店)|address:象园街道国货东路373号友汇花园1号楼05室店面|location:119.32841,26.06635|tel:0591-83802830|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XXQ8|name:锋顺川菜馆|address:塔头路287附近|location:119.32732,26.0913|tel:13645084477|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F04XLD|name:海坛渔庄(闽都店)|address:塔头路桂香街|location:119.315177,26.075411|tel:0591-83175795;0591-87330068|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VK3J|name:连江饮食(长福路)|address:长福路与杏南路交叉口|location:119.33244,26.06679|tel:13860690288|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F03A3J|name:杨氏炖罐店|address:古田路古乐路|location:119.315191,26.075291|tel:0591-63081515|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05KD7|name:机关浴室|address:福新路171号|location:119.3147,26.080544|tel:0591-83640451|type:餐饮服务;休闲餐饮场所;休闲餐饮场所
citycode:0591|poiid:B024F0U067|name:程记全牛罐罐面|address:福新西路(近农业银行)|location:119.314655,26.080267|tel:0591-87619761|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05KV7|name:湘村馆|address:古田路88号华丰大厦2层|location:119.314756,26.076723|tel:0591-88085177|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:0591|poiid:B024F04AWN|name:古代饭堂(六一北路)|address:六一北路406|location:119.316753,26.085622|tel:0591-87620355|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VII9|name:传贵风味小吃|address:塔头路277附近|location:119.327745,26.091439|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XSIQ|name:闽辉|address:长福路长福花园附近|location:119.332386,26.066676|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0YZ8T|name:義统江湖火锅汇(私房菜)|address:古田路88号华丰大厦3楼莉莉玛莲旗舰店楼上|location:119.31474,26.07663|tel:0591-86329333|type:餐饮服务;中餐厅;火锅店
citycode:0591|poiid:B024F0VJJS|name:鲜境蒸汽石锅|address:古田路88号华丰大厦|location:119.31472,26.076693|tel:|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0591|poiid:B024F0X47E|name:稻香永丰餐饮|address:古田支路|location:119.31457,26.07772|tel:0591-87191111|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0591|poiid:B024F04Z6V|name:国色天香大酒楼|address:福新路171号华威大厦2-4|location:119.314581,26.080361|tel:0591-87503542;0591-87609191|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B024F0VGSS|name:闽清私房菜|address:龙庭路107|location:119.316316,26.072566|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05T7P|name:赛百味(华丰大厦店)|address:古田路88号华丰大厦1层|location:119.314669,26.076698|tel:0591-83352292|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F05KWO|name:林其大餐馆|address:塔头路336号长城公寓10号店|location:119.324889,26.091115|tel:0591-87326295|type:餐饮服务;中餐厅;福建菜
