citycode:029|poiid:B001D0WGC5|name:稻香村餐厅|address:未央路112号经贸宾馆2层|location:108.946191,34.307923|tel:029-82126100|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0YZE9|name:袁记肉夹馍(自强西路店)|address:自强西路(近古城眼科医院)|location:108.93848,34.280045|tel:13992021011|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D09IH8|name:川乡|address:案板街18号|location:108.950608,34.261001|tel:029-87207258;029-87395968;029-87207350|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D07EPX|name:强强牛肉面(西关店)|address:西关正街269-2|location:108.916413,34.259522|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WOKU|name:真爱中国餐馆|address:福康大厦5层|location:108.94656,34.25522|tel:029-87951234;029-87633939;029-85251234|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D11WKC|name:四川炁料理|address:南大街与东大街交叉口东南角钟楼开元商城南侧|location:108.94972,34.25901|tel:029-87266999|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0WOTD|name:毛记冒菜|address:案板街|location:108.950357,34.260133|tel:18829511218;029-68575852|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WBA3|name:老米家泡馍|address:案板街3号|location:108.950356,34.260041|tel:029-68015618;15191811460;029-65670630|type:餐饮服务;中餐厅;清真菜馆
citycode:029|poiid:B001D0WM57|name:老碗(湘子庙街店)|address:湘子庙街55|location:108.942799,34.252592|tel:029-87242253;029-68893666;029-87213567|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D11V9L|name:酱香面馆|address:印花布园|location:108.94876,34.25742|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D03FOD|name:千家粗粮王(南大街店)|address:南大街113号西安百货大厦|location:108.947349,34.255822|tel:029-87276040;029-87276041;4000880024;029-83204573|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D09L2D|name:2068香辣虾(西关总店)|address:西关正街283号|location:108.916234,34.259527|tel:029-88625635|type:餐饮服务;中餐厅;海鲜酒楼
citycode:029|poiid:B001D091V3|name:柳巷面馆|address:案板街18号吉庆大厦吉庆巷|location:108.950849,34.26099|tel:029-82063095|type:餐饮服务;中餐厅;清真菜馆
citycode:029|poiid:B001D098OA|name:西安六本木日本料理|address:南大街|location:108.947408,34.255756|tel:029-87260987|type:餐饮服务;外国餐厅;日本料理
citycode:029|poiid:B001D13HN2|name:炭火煨汤馆|address:皇城西路41号|location:108.95125,34.26916|tel:029-87289619|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D0YMKA|name:谢记米线|address:东大街骡马市西侧|location:108.949367,34.258063|tel:029-87259163|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D09LCL|name:三六条擀面(自强西路)|address:自强西路296号(丽居商务酒店斜对面)|location:108.926756,34.279994|tel:029-83193636|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0W362|name:兰州牛肉拉面(南小巷)|address:南小巷271|location:108.916625,34.258637|tel:15091776357|type:餐饮服务;中餐厅;清真菜馆
citycode:029|poiid:B001D11CTO|name:欣园热米皮|address:吉庆巷西段|location:108.95106,34.2613|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:029|poiid:B001D089GB|name:风味饺子馆|address:八佳路10号|location:108.917491,34.257276|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D0Z0MG|name:大馄饨|address:西关正街东光大厦|location:108.915507,34.260692|tel:029-81128296;13571957169|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WQD8|name:小竹签烤肉(东木头市店)|address:东木头市西头|location:108.947776,34.255853|tel:15289341089|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D0WM8W|name:西七斋牛羊肉泡馍|address:北大街西七路291号西北设计研究院旁|location:108.949118,34.273809|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:029|poiid:B001D0Y8VM|name:台北牛排(骡马市店)|address:东大街骡马市1号兴正元民生百货6层|location:108.950338,34.259243|tel:029-87659473|type:餐饮服务;外国餐厅;牛扒店(扒房)
citycode:029|poiid:B001D11VJB|name:大碗香面馆|address:小南门外红缨路179号(红缨医院对面)|location:108.93624,34.25027|tel:13891808022|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0ZM3Z|name:暮色江边烤鱼(钟楼店)|address:东大街骡马市1号民生百货6层|location:108.950327,34.259181|tel:029-87656608|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D0YMD3|name:巴贝拉意式休闲餐厅(骡马市店)|address:民生百货6层|location:108.950338,34.259203|tel:029-87656939|type:餐饮服务;外国餐厅;意式菜品餐厅
citycode:029|poiid:B001D0YYGF|name:吴旗剁荞面(骡马市店)|address:东大街骡马市1号民生百货骡马市店6层|location:108.9504,34.259303|tel:029-87659240|type:餐饮服务;中餐厅;西北菜
citycode:029|poiid:B001D07I2V|name:家和大院菜馆(南大街店)|address:东木头市近秦飞大厦(近南大街)|location:108.947863,34.255852|tel:029-87276770|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0YY8A|name:味你好一锅香(骡马市店)|address:民生百货6层|location:108.950375,34.259198|tel:029-87659272|type:餐饮服务;快餐厅;快餐厅
citycode:029|poiid:B001D1222G|name:鑫鑫美甲|address:骡马市地下520潮流店|location:108.95037,34.259174|tel:18729273573;13649245286|type:餐饮服务;休闲餐饮场所;休闲餐饮场所
citycode:029|poiid:B001D0WL7Q|name:避风塘|address:西七路291附近|location:108.949215,34.273816|tel:|type:餐饮服务;休闲餐饮场所;休闲餐饮场所
citycode:029|poiid:B001D15N1V|name:千田外带寿司|address:东大街骡马市兴正元广场演艺广场右侧楼梯口|location:108.950451,34.259277|tel:15829693998|type:餐饮服务;外国餐厅;日本料理
citycode:029|poiid:B001D09IH5|name:湘蜀秦美食|address:国美电器B1层|location:108.950707,34.259689|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0W95R|name:赛百味(骡马市)|address:东大街骡马市1号民生百货|location:108.950503,34.259233|tel:029-87659464|type:餐饮服务;快餐厅;快餐厅
citycode:029|poiid:B001D0WLSB|name:北京老铺烤鸭|address:环城南路西段202号西安金赞酒店|location:108.927838,34.250579|tel:029-88421888|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D08LX5|name:必胜客(骡马餐厅)|address:东大街骡马市1号民生百货2层|location:108.950514,34.259249|tel:029-87656668;029-87214190|type:餐饮服务;快餐厅;必胜客
citycode:029|poiid:B001D07I2X|name:汉室刘老三凉皮(东木头市总店)|address:东木头市街(南大街口)|location:108.948063,34.255874|tel:15877386939|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WOVS|name:古都华天家厨房|address:西七路291号汉庭酒店旁|location:108.949351,34.273818|tel:029-87361951|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D063D0|name:小六汤包(西五路店)|address:西五路84-5|location:108.951517,34.269682|tel:029-87234998|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D11YVW|name:号子面馆|address:西七路291号(近和平电影院东100米)|location:108.9494,34.27383|tel:18629508935|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D136X3|name:天阅酒店阅会新概念餐厅|address:南大街32号天悦酒店2层(中大国际北邻)|location:108.946631,34.254405|tel:13720611711;029-87632250|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WO51|name:关中老碗(北门店)|address:西七路291号|location:108.949495,34.273829|tel:029-88889888;029-87399968|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08UBN|name:百富烤霸(唐城大厦东南)|address:东大街589号|location:108.950966,34.259791|tel:029-87251508|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D06HWI|name:好亮食屋|address:南长巷中段|location:108.951924,34.262417|tel:029-87271401|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D151AA|name:酒窝私房焖锅|address:西关正街国力仁和川菜西侧省林业厅家属院|location:108.915504,34.25951|tel:13772133657|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D114M4|name:闪电骑士5D电影|address:骡马市|location:108.95017,34.258244|tel:13709289666|type:餐饮服务;休闲餐饮场所;休闲餐饮场所
citycode:029|poiid:B001D0WMTV|name:子午路张记肉夹馍(北大街店)|address:西七路中段|location:108.949583,34.273818|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D04R5F|name:乐乐餐厅(德福巷)|address:大湘子庙街13号|location:108.94488,34.25303|tel:029-87232243|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0W04O|name:老杨家大兴泡馍馆|address:自强西路295号(明珠巷口)|location:108.926514,34.280468|tel:029-86325256;13892802019|type:餐饮服务;中餐厅;清真菜馆
citycode:029|poiid:B001D08U9H|name:朗辉嘟嘟私房菜(钟楼店)|address:东木头市192号|location:108.948392,34.255906|tel:029-87259623;029-87257508|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08ZYU|name:傣妹火锅(骡马市店)|address:骡马市46号3层|location:108.950007,34.257921|tel:029-87234225;029-62215250|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D09D8L|name:窑洞人家|address:西一路276号(近易俗大剧院)|location:108.95177,34.261543|tel:029-87253929|type:餐饮服务;中餐厅;西北菜
citycode:029|poiid:B001D11YWN|name:无添养生菜馆|address:东木头市200号秦飞大厦1楼|location:108.94849,34.25599|tel:029-87234088;029-87257508|type:餐饮服务;中餐厅;西北菜
citycode:029|poiid:B001D0YOB8|name:不上火涮锅(红缨路店)|address:红缨路179号(近红缨路医院)|location:108.93624,34.249878|tel:13659241658|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0WOFB|name:高非比萨|address:二环南路西段64号凯德广场新地城4楼(近省政务大厅)|location:108.939835,34.250641|tel:029-88410626;029-84114939|type:餐饮服务;快餐厅;快餐厅|餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D07UV4|name:黄鹤楼(朱雀门店)|address:朱雀大街北段180号|location:108.938798,34.250342|tel:029-88416788;029-88415788|type:餐饮服务;中餐厅;海鲜酒楼
citycode:029|poiid:B001D0993B|name:樊家肉夹馍(西一路)|address:西一路唐苑宾馆1层|location:108.951854,34.261538|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WL62|name:成都平价川菜|address:大学南路(近西北工业大学东门)|location:108.935874,34.2498|tel:029-88427050|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D11VO2|name:长安3 1嘟嘟面铺|address:南大街东木头市192号秦飞大厦1楼|location:108.94854,34.25586|tel:029-87257508|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WM6M|name:胡同京味涮锅|address:湘子庙街22号(湘子庙南侧)|location:108.944271,34.252479|tel:029-87289381|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D06HV6|name:好家庭大厨房|address:大湘子庙街11号东侧|location:108.945144,34.253012|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WMZT|name:樊家腊汁肉夹馍|address:环城南路66号|location:108.94013,34.250642|tel:029-89322921;029-87273917;029-85205627|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WLQQ|name:小唐川菜|address:自强西路明珠巷|location:108.926517,34.280651|tel:029-86323315;15209255939|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0W1RH|name:湘子门牛羊肉小炒|address:大湘子庙街12号西侧|location:108.944585,34.252591|tel:029-62867999|type:餐饮服务;中餐厅;清真菜馆
citycode:029|poiid:B001D077DM|name:育辉砂锅|address:西一路191号|location:108.952147,34.261842|tel:029-87286097|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D14WMC|name:湖南土菜馆|address:尚俭路46号|location:108.952167,34.261852|tel:029-87415010|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:029|poiid:B001D0YYY5|name:罗家臭豆腐|address:南大街12号(近芝麻开门)|location:108.94652,34.253765|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D06O6D|name:老马兰州牛肉拉面|address:南小巷129|location:108.916949,34.25658|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:029|poiid:B001D0Z07F|name:36趣时尚涮吧(东大街民生店)|address:东大街骡马市1号民生百货6层(近钟楼)|location:108.95089,34.258662|tel:029-87656134;029-87366236|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0W53S|name:仙踪林(骡马市店)|address:碑林区东大街骡马市1号民生百货1楼|location:108.950511,34.257986|tel:029-87214104;029-87656550|type:餐饮服务;休闲餐饮场所;休闲餐饮场所
citycode:029|poiid:B001D13HTY|name:香悦米线|address:东大街骡马市1号民生百货骡马市购物中心6楼|location:108.95093,34.25865|tel:15291843258;18710309727|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0YLUS|name:汉城烧烤(钟楼店)|address:东大街南侧骡马市路民生百货6层|location:108.95093,34.25865|tel:029-87656407|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D09CTQ|name:睿馨潮州菜馆|address:朱雀大街7号|location:108.939372,34.250182|tel:|type:餐饮服务;中餐厅;潮州菜
citycode:029|poiid:B001D0YY6D|name:泰熙家韩国紫菜包饭(骡马市店)|address:骡马市步行街(星巴克咖啡对面)|location:108.95014,34.25738|tel:029-87280283|type:餐饮服务;外国餐厅;韩国料理
citycode:029|poiid:B001D07KJ4|name:香榭咖啡西餐厅|address:南大街22号(中大国际旁)|location:108.946685,34.253767|tel:029-87214786;029-87259958|type:餐饮服务;外国餐厅;西餐厅(综合风味)
citycode:029|poiid:B001D06WPM|name:生汆丸子汤|address:西一路256号|location:108.952265,34.261551|tel:029-87217056|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D09CTI|name:蚝门|address:含光北路167号|location:108.932475,34.249298|tel:029-88628797|type:餐饮服务;中餐厅;海鲜酒楼
citycode:029|poiid:B001D06CAT|name:川渝饭馆(西五路)|address:西五路141|location:108.952217,34.2702|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0ZKM1|name:南七荞面饸|address:振兴路95北侧|location:108.938399,34.249786|tel:18792961710|type:餐饮服务;快餐厅;快餐厅
citycode:029|poiid:B001D06ZVG|name:万家灯火煎饼庄|address:西一路256号|location:108.952416,34.261542|tel:029-87283088|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WPTR|name:汉堡王|address:碑林区东大街337号(骡马市1号中心广场东侧)|location:108.950551,34.257665|tel:029-87659411|type:餐饮服务;快餐厅;快餐厅
citycode:029|poiid:B001D09UE4|name:京福楼|address:自强西路68号|location:108.942671,34.280015|tel:029-86257779|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0Z1AJ|name:石锅拌饭|address:东大街骡马市地下步行街小吃城|location:108.951523,34.259296|tel:|type:餐饮服务;外国餐厅;韩国料理
citycode:029|poiid:B001D074O6|name:雪香园(分店)|address:南小巷58号|location:108.916608,34.256562|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:029|poiid:B001D11YSL|name:甲妆美|address:钟楼骡马市兴正元B1楼MINI二区8楼118室|location:108.95033,34.25729|tel:18509105548|type:餐饮服务;快餐厅;快餐厅
citycode:029|poiid:B001D09A5J|name:池上木片便当(骡马市兴正元店)|address:兴正元广场|location:108.951013,34.25827|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:029|poiid:B001D11Z87|name:台湾鲁肉饭|address:太白路286号西北大学(西北大学图书馆对面)|location:108.9267,34.25005|tel:13669288725|type:餐饮服务;快餐厅;快餐厅
citycode:029|poiid:B001D11WUI|name:小熊手擀面|address:大学城西北大学美食街|location:108.9267,34.25005|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D075AY|name:杨家优质牛羊肉饺子泡馍馆|address:自强西路250号|location:108.923628,34.280059|tel:029-81066325;029-87791735|type:餐饮服务;中餐厅;清真菜馆
citycode:029|poiid:B001D0WO08|name:上海米线|address:骡马市步行街内|location:108.950033,34.256756|tel:|type:餐饮服务;中餐厅;云贵菜|餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D07LLV|name:李老四腊牛肉夹馍(自强西路店)|address:自强西路|location:108.923571,34.280064|tel:029-83005696|type:餐饮服务;中餐厅;清真菜馆
citycode:029|poiid:B001D0WNCU|name:上海人家|address:含光北路160号|location:108.93194,34.249068|tel:029-85226777;029-85227777|type:餐饮服务;中餐厅;江苏菜
citycode:029|poiid:B001D08D82|name:老香港私家菜|address:南大街2号|location:108.94582,34.252641|tel:029-87633766;029-87633788;029-87633789|type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:029|poiid:B001D03XLR|name:成都平价川菜馆(东木头市)|address:安居巷168号(近东木头市)|location:108.949513,34.255854|tel:029-87271616|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0YZJB|name:七星过桥冒菜|address:东大街骡马市1号兴正元广场东京馆5楼美食专区|location:108.950676,34.257286|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D11VZU|name:李氏珍珠小火锅|address:东厅门83号西侧|location:108.951033,34.257822|tel:029-68805533|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0WNLX|name:城市心情主题餐厅|address:东大街民生百货骡马市购物中心2层|location:108.951869,34.259247|tel:029-87219988;029-87541611;029-87656111|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WMAF|name:海南绿茵阁西餐厅|address:骡马市1号民生购物广场3楼(近老庙黄金)|location:108.95188,34.259243|tel:029-87656565|type:餐饮服务;外国餐厅;西餐厅(综合风味)
citycode:029|poiid:B001D06C9E|name:川味人家(大学东路)|address:大学东路96|location:108.938509,34.24942|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D09MG0|name:青岛海鲜老店|address:环城南路西段西南城角(近西北大学北门)|location:108.924502,34.25045|tel:029-88481871|type:餐饮服务;中餐厅;海鲜酒楼
citycode:029|poiid:B001D09KXN|name:快活林骨头庄|address:自强西路|location:108.92285,34.28003|tel:13571986578;029-86269987|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WPV6|name:乡村基|address:兴正元广场东京馆2层|location:108.950875,34.25736|tel:029-87656476;029-85560655;029-87378363|type:餐饮服务;快餐厅;快餐厅
citycode:029|poiid:B001D14LQ0|name:安信餐饮|address:西一路与南新街什子向西50米|location:108.952995,34.261894|tel:029-81299989|type:餐饮服务;快餐厅;快餐厅
citycode:029|poiid:B001D07K73|name:会友餐馆|address:华强路(近自强西路)|location:108.938804,34.281742|tel:029-86267158|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0W903|name:魏家凉皮(南门店)|address:碑林区南大街3号(中大国际对面)|location:108.947332,34.253475|tel:029-87239211|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08UIP|name:品居中餐馆|address:西一路175-1|location:108.953122,34.261833|tel:029-87268080|type:餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D0WLKE|name:白鹿原猪蹄坊|address:城墙西南角|location:108.924094,34.25046|tel:029-68636666|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D07VW5|name:刘三姐湘菜酒家(朱雀大街北段)|address:朱雀大街北段168|location:108.938821,34.249349|tel:029-83726192;029-89324008;029-88417918|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:029|poiid:B001D09MND|name:麦当劳甜品站(骡马市)|address:东大街骡马市1号|location:108.950346,34.25638|tel:029-87656180|type:餐饮服务;冷饮店;冷饮店|餐饮服务;快餐厅;麦当劳
citycode:029|poiid:B001D091ZW|name:重庆小天鹅火锅大酒店|address:含光路14号|location:108.932517,34.248677|tel:029-88214944|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D07LM8|name:醉香香蜀道鱼|address:自强西路|location:108.923168,34.280386|tel:029-86324123|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0WHDP|name:汉中热米皮|address:大麦市街|location:108.912774,34.26387|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08E5I|name:天子海鲜火锅(南门店)|address:南大街2号|location:108.945858,34.252243|tel:029-87267188;029-87633766;029-87633755|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0WP04|name:糊涂记|address:西关正街南小巷(近旭景名园社区)|location:108.915621,34.256751|tel:029-81336700|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D09MG3|name:陈三娃泡姜鸡(西安店)|address:太白北路水司十字东南角|location:108.923983,34.250384|tel:029-88304058|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D06CR1|name:大陆酒家(西安总店)|address:朱雀大街北段172|location:108.938847,34.249239|tel:029-88401290|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D10V4H|name:京味涮肉(西南城角店)|address:环城南路1号西南城角(近白鹿原猪蹄坊)|location:108.923998,34.250366|tel:029-88305693|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D089Z2|name:回坊人家(自强西路)|address:自强西路|location:108.922999,34.280409|tel:029-86263555|type:餐饮服务;中餐厅;清真菜馆
citycode:029|poiid:B001D06UFR|name:三姐妹饺子|address:东木头市140号秦飞大厦向东侧路南|location:108.950081,34.255812|tel:029-87252129;15202913940|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D03J1V|name:晶华粥城|address:西一路262(近易俗社)|location:108.953249,34.26152|tel:029-87252388|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D06TAS|name:秦味面馆|address:西仪坊8|location:108.912581,34.266806|tel:029-88647396|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0YUC9|name:巫山城外烤全鱼(骡马市店)|address:碑林区民生百货东门太和广场1楼(邻西北大酒店)|location:108.95217,34.25884|tel:029-87207665|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D07I7I|name:雅泰来中西餐(东大街)|address:西安东方购物中心|location:108.952445,34.259288|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0YNKR|name:巴人冒菜|address:东大街骡马市1号兴正元步行街B1层|location:108.950461,34.256135|tel:029-81857839|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0WOS3|name:小竹签烤肉(旭景名园二分店)|address:南小巷附近|location:108.915445,34.256751|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D069QX|name:佰人王串串香(西一路店)|address:南新街18号(恒星大厦北侧)|location:108.953418,34.261815|tel:029-87256600;029-87271663|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D069TH|name:褒河鲜鱼|address:朱雀大街北段162|location:108.938832,34.249088|tel:029-88417985|type:餐饮服务;中餐厅;海鲜酒楼
citycode:029|poiid:B001D0WJTL|name:邓家汉中凉皮店|address:南二环西段中海华庭群贤路商业街50101号|location:108.912576,34.263426|tel:029-68906476|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D11V84|name:秦皇食府|address:骡马市太和美食城1楼|location:108.95207,34.25841|tel:029-87380759|type:餐饮服务;中餐厅;西北菜
citycode:029|poiid:B001D0WN79|name:味道制造|address:西一路258|location:108.953392,34.261514|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D06Q3U|name:刘峰泡馍小炒|address:振兴路1号|location:108.942772,34.250336|tel:029-87775315|type:餐饮服务;中餐厅;清真菜馆
citycode:029|poiid:B001D0699E|name:奥罗轩中餐厅|address:南新街30号|location:108.953749,34.262873|tel:029-87672999|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D09MZG|name:桥满园云南过桥米线(骡马市店)|address:北柳巷太和美食城|location:108.952103,34.258367|tel:029-87261268|type:餐饮服务;中餐厅;云贵菜
citycode:029|poiid:B001D0WLB5|name:小馋猫涮涮锅(骡马市店)|address:骡马市北柳巷太和美食城1楼(民生百货东门对面)|location:108.952096,34.258305|tel:13689296969;029-87360026|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0WNWZ|name:黑面蔡|address:骡马市南口(近沃尔玛南出口)|location:108.95037,34.255804|tel:029-87260087;029-87287820|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08UIO|name:小竹签烤肉(西一路店)|address:西一路256|location:108.953476,34.261526|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D13HYO|name:红玉川味香|address:西一路|location:108.95354,34.26171|tel:13468828621|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0Z0RY|name:吴家秘汁烧烤|address:雁塔路南段111号|location:108.95354,34.26171|tel:029-85521433|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D0WJYU|name:渝滋味川菜|address:铁塔寺路附近|location:108.912454,34.263426|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D06Q3V|name:刘峰肉夹馍|address:振兴路北口(南门外西侧)|location:108.942793,34.250248|tel:029-87775315|type:餐饮服务;中餐厅;清真菜馆
citycode:029|poiid:B001D0YN23|name:四川砂锅米线|address:大庆路西仪坊|location:108.91271,34.269127|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0WKZQ|name:土大力韩国休闲餐厅|address:东大街太和美食广场2层|location:108.952108,34.258199|tel:029-87408672;029-87271264|type:餐饮服务;外国餐厅;韩国料理
citycode:029|poiid:B001D0WNNE|name:鱼酷烤全鱼|address:北柳巷太和美食城楼下|location:108.952116,34.258208|tel:029-87402110|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D0YZ3F|name:拴马桩|address:东大街柳巷太和广场22号(近民生购物广场)|location:108.95211,34.25814|tel:18049010105|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D09COM|name:五富|address:东大街388号|location:108.95271,34.259274|tel:|type:餐饮服务;外国餐厅;日本料理
citycode:029|poiid:B001D125PO|name:美高美国际娱乐会|address:东大街533号西北影城B1楼|location:108.95289,34.2596|tel:|type:餐饮服务;休闲餐饮场所;休闲餐饮场所
citycode:029|poiid:B001D0WQEQ|name:粤海客家小厨|address:朱雀大街北段20号(朱雀门向南200米)|location:108.938805,34.248884|tel:029-88085777;029-88417773|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D09PLZ|name:沙县小吃|address:建西街15号|location:108.950518,34.255799|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅|餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D0VZN9|name:毛家饭店(西安旗舰店)|address:自强西路61号远丰大厦|location:108.943751,34.280602|tel:029-63386888;029-68697928|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D09CUA|name:俏湘缘|address:东大街骡马市1号民生百货广场南区B1层(近钟楼)|location:108.951373,34.256906|tel:029-87656022|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:029|poiid:B001D098Q3|name:朝天歌清汤鹅火锅店|address:朱雀大街159号|location:108.939415,34.249011|tel:029-88413196|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0928R|name:成都蛙缘火锅|address:朱雀大街160号(朱雀门向南80米)|location:108.938836,34.24887|tel:029-88415068|type:餐饮服务;中餐厅;火锅店
