citycode:010|poiid:B000AA177W|name:媛媛面馆(迎宾北路店)|address:怀柔迎宾北路11号|location:116.63755,40.324257|tel:010-69695158|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000ABBXOU|name:千骏山|address:南环东路世涛天朗32号楼底商|location:116.258307,40.208845|tel:010-56152645|type:餐饮服务;外国餐厅;韩国料理
citycode:010|poiid:B000A9OZI5|name:小龙功夫快餐|address:水屯西路与水南路交叉口北|location:116.22358,40.200894|tel:15011118789|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A9P12E|name:沙县小吃|address:水南路9号|location:116.22497,40.200127|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A9OVI6|name:鑫源饭庄|address:北郝庄|location:116.2103,40.221638|tel:15910456222|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A9P2WK|name:河南郑记老汤烩面馆|address:水南路9号|location:116.224625,40.200043|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A9PB84|name:百泉百顺饭馆|address:百水路|location:116.21677,40.20434|tel:15083427388|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A9P4I2|name:万海丰食府|address:水屯西路1号1-07|location:116.223564,40.20037|tel:18601909851|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A80SIJ|name:金肆维玉麒麟餐厅|address:西关环岛西北(近金肆维玉器厂)|location:116.213558,40.228828|tel:010-69724860|type:餐饮服务;中餐厅;北京菜
citycode:010|poiid:B000A85Y7C|name:陈阿婆重庆绿色鱼火锅(中共昌平区委员会城北街道工作委员会西)|address:府学路1-2附近|location:116.261696,40.222512|tel:|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A85CEC|name:唐人世纪酒楼|address:府学路1-2|location:116.261652,40.222778|tel:010-69711381;010-69711888;010-89718811|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A8ZJW9|name:张大嘴|address:南北庄路|location:116.20991,40.221988|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A85Y7D|name:渔满舱火锅(昌平东关店)|address:府学路1-2号|location:116.261636,40.222938|tel:010-89706889|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A85F1B|name:新辣派梭边鱼|address:白浮泉路21号|location:116.248957,40.200175|tel:010-80118662;010-80118660|type:餐饮服务;中餐厅;海鲜酒楼
citycode:010|poiid:B000A88IPD|name:祈福人家|address:科技园白浮泉路富泉花园斜对面|location:116.249725,40.200162|tel:010-80118055;010-80111297;010-51291981|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A8XMEA|name:兰州拉面(水南路)|address:南郝庄|location:116.223731,40.199418|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:010|poiid:B000A9VBRC|name:巫山烤鱼香锅|address:科技园白浮路化庄村路口(富泉花园对面)|location:116.249924,40.200158|tel:010-59748186;010-56289605|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A85ZSD|name:西北华伊马氏拉面(昌平分店)|address:富泉花园南门斜对面|location:116.250526,40.200167|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:010|poiid:B000A7ZLCJ|name:湖边红舟餐厅|address:联合大学内|location:116.219709,40.235271|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8USWM|name:山西饭店|address:昌盛路26号|location:116.251663,40.199826|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000AA0MRW|name:田老师红烧肉(菓岭小镇西)|address:府学路沃尔玛超市西侧|location:116.264045,40.22235|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A8XR0D|name:呷哺呷哺(昌崔路)|address:崔昌路203号|location:116.264439,40.222138|tel:4008177878|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A81J12|name:肯德基(昌平东餐厅)|address:昌崔路203|location:116.264588,40.222135|tel:010-80110163;010-69715748;4008823823|type:餐饮服务;快餐厅;肯德基
citycode:010|poiid:B000A881YJ|name:小肥鹅火锅店|address:北郝庄|location:116.207319,40.222622|tel:13264081278|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A849DQ|name:灶台鱼|address:白浮泉路东段|location:116.255146,40.200158|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A88EHC|name:绿野庄园|address:马池口镇彬庄园南门向南丈头村|location:116.219085,40.23762|tel:010-60752895|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7CANG|name:北京煌潮大酒店|address:中兴路10|location:116.234179,40.194555|tel:010-89748831;010-89748830;010-89748828|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A9OYUJ|name:山西面食(北京龙山度假村西北)|address:昌平区|location:116.253868,40.198061|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8XMVG|name:山西面馆(水南路)|address:水南路|location:116.212026,40.200493|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7ZLEO|name:雅轩餐厅|address:昌赤路附近|location:116.217695,40.23929|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8XNSK|name:好再来餐馆(朝凤路)|address:朝凤庵村|location:116.260712,40.236595|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000AA20SY|name:山西刀削面(北京龙山度假村西)|address:昌平镇化庄村148号|location:116.254773,40.195774|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8XMDY|name:山西面食馆(水南路)|address:水南路附近|location:116.206664,40.200806|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8540J|name:食家鸽园|address:十三陵镇涧头村|location:116.212213,40.239877|tel:010-80116322;010-80116789|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7OULJ|name:东北水饺|address:水南路|location:116.205306,40.200912|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A85XNH|name:聚丰园牛头宴|address:十三陵镇仙人洞村(近北环早市)|location:116.246113,40.246183|tel:13811271600;010-89762667|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A8XKFV|name:阳坊涮羊肉(满白路)|address:满白路|location:116.248145,40.184856|tel:|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A95C3M|name:锦州烧烤(满白路)|address:满白路附近|location:116.248442,40.184819|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A8ZJYM|name:重庆酸辣粉|address:满白路附近|location:116.248503,40.184829|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A8XSPS|name:大众餐厅|address:神南路和中山口路的交叉口附近|location:116.240739,40.252749|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7R19G|name:一品莜面|address:南邵|location:116.282839,40.207765|tel:010-69727824|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A83GKA|name:(百葛服务区)餐厅|address:百葛服务区|location:116.238235,40.180156|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8ZKPV|name:大厨房(下念头)|address:马池口镇下念头村外贸仓库|location:116.198594,40.19081|tel:010-60755194|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A8VWEM|name:巴依老爷|address:北邵洼村|location:116.287359,40.223521|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A85FG2|name:小山餐厅|address:旧店镇柴村莽山脚下(近中日果园)|location:116.293067,40.236641|tel:010-60733308;010-60733309|type:餐饮服务;中餐厅;北京菜
citycode:010|poiid:B000A7ZLFP|name:职工餐厅(北京金隅凤山温泉度假村西南)|address:蟒山路10|location:116.285185,40.248927|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7ZLFO|name:迎宾楼(蟒山路)|address:蟒山路10号|location:116.285677,40.250507|tel:010-60711188|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A889BM|name:山下人家|address:一一零国道辅线与南辛路交叉口东北角|location:116.164901,40.235466|tel:010-69772954|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000AA19JH|name:六号院|address:沙河镇玫瑰园西北街家园六区北门|location:116.258598,40.160792|tel:010-52470687|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A9P2YG|name:穆斯林餐厅|address:吉利大学内|location:116.16543,40.18039|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A8ZKPW|name:开心餐厅|address:北沙河中路|location:116.275614,40.157208|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8641S|name:瑶池碧水生态园|address:崔村镇九里山瑶台山庄内(近小汤山)|location:116.328862,40.206622|tel:010-60721188;010-60727010;010-60721543|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A7OR6V|name:大卫饭馆|address:沙河|location:116.24502,40.1452|tel:010-87837665|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A9P52E|name:老四川|address:东坨社区卫生服务站南200米|location:116.23556,40.14341|tel:010-80722453|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:010|poiid:B000A9O7XL|name:绿野庄园|address:马池镇七楼村(华彬庄园南门南)|location:116.139261,40.198031|tel:13910939594;010-60752895|type:餐饮服务;中餐厅;北京菜
citycode:010|poiid:B000A888HQ|name:山西面食馆|address:沙河镇站西路|location:116.304628,40.160079|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8ZJQ7|name:阳坊大都涮羊肉(艺天丽宫花园南)|address:顺沙路与南百路交叉口|location:116.321114,40.169667|tel:010-61733371|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7Q5OD|name:千禧酒家|address:李庄路|location:116.261626,40.138551|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000AA5GUT|name:巫山烤全鱼|address:沙河城铁站亿旺商场东面老成都巫山烤全鱼|location:116.292542,40.146622|tel:010-80707392|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A8XKJ9|name:云南过桥米线|address:南口镇兴隆街|location:116.128026,40.234462|tel:|type:餐饮服务;中餐厅;云贵菜
citycode:010|poiid:B000A889AI|name:西北华伊马氏拉面(百善分店)|address:顺沙路附近|location:116.321996,40.165385|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:010|poiid:B000A87ZU9|name:毛家湘菜(温南路)|address:南口镇南大街工商银行东|location:116.124133,40.234585|tel:13264280969|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:010|poiid:B000A9JNOZ|name:锅锅香|address:沙河镇北二村|location:116.275048,40.133011|tel:13681331030|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A9DJ01|name:泡椒竹笋|address:崔村镇崔阿路2号|location:116.350965,40.197466|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7WZHO|name:麦当劳(沙河得来速店)|address:沙河镇巩华城大街67号|location:116.268981,40.1294|tel:010-80713211|type:餐饮服务;快餐厅;麦当劳
citycode:010|poiid:B000A87XON|name:内蒙饭店|address:温南路|location:116.121741,40.185993|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A82T8I|name:华云楼烧麦饭庄|address:沙河站前路2号路北工商银行沙河储蓄所向西50米|location:116.266479,40.125478|tel:010-69735918|type:餐饮服务;中餐厅;清真菜馆
citycode:010|poiid:B000A7RJ6W|name:鑫鑫小吃(站前路)|address:站前路中段|location:116.267276,40.125613|tel:010-69738191|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A7OUZ8|name:东方酒家(总店)|address:沙河|location:116.267698,40.125386|tel:010-69312778;010-69735678|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A9DDL3|name:蘑菇宴|address:上庄镇东小营281号|location:116.200461,40.124504|tel:010-62477260|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7PT0C|name:老马富贵拉面(北京市昌平区益明医院东南)|address:巩华镇南大街|location:116.269319,40.122027|tel:010-80718785|type:餐饮服务;中餐厅;清真菜馆
citycode:010|poiid:B000A8XL2Z|name:阳坊涮肉|address:温南路附近|location:116.139318,40.146886|tel:|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7QBXA|name:阳坊胜利涮羊肉(老店)|address:阳坊镇中心街北端|location:116.140421,40.141101|tel:010-69760232;010-69766388;010-88798338|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7OQN9|name:大东北饺子|address:温南路附近|location:116.140526,40.138529|tel:010-80904805|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A9OUMN|name:成都美食|address:阳坊大都饭店斜对面|location:116.14043,40.137745|tel:13621387628|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A7ZLIW|name:阳坊胜利涮羊肉(总店)|address:西贯市村|location:116.14033,40.137652|tel:010-69760365|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7R0KO|name:阳坊大都涮羊肉(北京阳坊大都饭店南)|address:阳坊大都饭店南220米|location:116.140074,40.136162|tel:010-69760282;010-69768825;010-69768843|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7ZLJP|name:生态园餐厅|address:小汤山镇阿苏卫村南英达生态园度假村内|location:116.361569,40.159583|tel:010-61787836;010-61793333|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8ZJDP|name:兰州牛肉拉面(市场中路)|address:定泗桥附近|location:116.281207,40.107175|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:010|poiid:B000A5D522|name:玉食楼|address:上庄|location:116.212203,40.102903|tel:010-82475528;010-82475508|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A7OQQR|name:大红灯笼|address:上庄|location:116.213289,40.102697|tel:010-82472301|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A67408|name:傻儿火锅|address:上庄路74附近|location:116.214552,40.100743|tel:|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A8XK6Y|name:鸿运天外天|address:上庄水库南|location:116.21453,40.100609|tel:010-62478536|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A8XKW4|name:全家福|address:上庄路58号|location:116.215308,40.099834|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7XV6J|name:阳坊胜利涮羊肉|address:西郊农场上庄乡|location:116.215416,40.098485|tel:010-62473180|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000AA5E73|name:铁板烧烤|address:上庄家园小区斜对面(近彩虹照相馆)|location:116.21612,40.09791|tel:15810933350|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A856PF|name:上庄水库烧烤自助|address:上庄水库南岸常乐村10号|location:116.190934,40.099375|tel:010-62474522;13693004730;15712864696|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A875M2|name:肯德基(北清路餐厅)|address:北清路1号院1号楼F1层|location:116.28959,40.095962|tel:010-80700151;010-80700616;4008823823|type:餐饮服务;快餐厅;肯德基
citycode:010|poiid:B000A85FSQ|name:永旺国际商城购物中心美食广场|address:北清路1号永旺国际商城2层|location:116.290047,40.095972|tel:010-80700588;010-80700355;010-80771098|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A9JOC1|name:鱼米之乡|address:小汤山龙脉温泉度假村|location:116.397896,40.179794|tel:010-61782666|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8508C|name:天府之国|address:小汤山龙脉温泉度假村|location:116.398096,40.179321|tel:010-85170796;010-58610641;010-61795669|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7P9IX|name:好日子家常菜|address:二拨子工业园区中路21号|location:116.289227,40.088161|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8898E|name:畅馨园|address:朱辛庄323号|location:116.301752,40.091491|tel:010-69738288|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A875LM|name:浔阳楼(昌平路)|address:河收费站西侧|location:116.299929,40.090258|tel:010-80793388;010-80795373|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000AA16PS|name:沙县小吃(北农路)|address:育知西路风雅园3区|location:116.304774,40.090378|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A9OMUN|name:兰州正宗牛肉拉面|address:二拨子工业园区|location:116.29092,40.08649|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7OPKP|name:川湘菜馆|address:二拨子工业园区中路21号|location:116.291072,40.086273|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:010|poiid:B000A83TGY|name:九华会展自助餐厅|address:小汤山镇九华山庄五大殿中餐厅|location:116.412743,40.183717|tel:010-61782288|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A885FQ|name:阳坊大都涮羊肉(永丰店)|address:上庄路永丰屯北街2号(近上庄水库)|location:116.217125,40.077387|tel:010-51240405;010-82477082|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7PCYR|name:湖南土菜|address:平价药店(回龙观镇医院社区门诊西北)附近|location:116.317363,40.090762|tel:|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:010|poiid:B000A7PADB|name:河南烩面(回龙观镇医院社区门诊西北)|address:鱼市增排26号|location:116.317651,40.090228|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7QQQH|name:武汉人家|address:城北市场淡水鱼区增排2425号|location:116.317668,40.090171|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A88IU0|name:杭州食府|address:小汤山九华山庄10区1层右侧|location:116.417613,40.179898|tel:010-61782288|type:餐饮服务;中餐厅;浙江菜
citycode:010|poiid:B000A83YH4|name:蜀香阁|address:回龙观龙城华美达国际酒店1层|location:116.304602,40.083825|tel:010-80799988;010-80791188|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:010|poiid:B000A82ZD0|name:浦岛日本料理|address:昌平路317|location:116.305737,40.083984|tel:010-80799988;8008100098|type:餐饮服务;外国餐厅;日本料理
citycode:010|poiid:B000A7QXSO|name:幸福家园|address:龙兴园北门|location:116.302477,40.08115|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A9O5FH|name:羊蝎子火锅|address:永丰乡小牛房村|location:116.243602,40.071754|tel:010-62478839|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A87NL3|name:香木香羊|address:小汤山温榆河北岸马坊桥西3公里(沙河水库东6公里)|location:116.394959,40.132353|tel:010-61781322;15911008668|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A9JPOA|name:烧烤摊|address:兴寿镇兴寿桃林村|location:116.430563,40.231749|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A7PABY|name:河南风味(文华路)|address:回龙观龙跃苑一区西门底商|location:116.343382,40.09318|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A854AO|name:十八盘|address:回龙观小区慧华苑北门|location:116.326728,40.085032|tel:010-81798754|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A81HTW|name:家常菜(马连店)|address:文华路附近|location:116.344592,40.092843|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7R0L6|name:阳坊胜利涮羊肉(回龙观店)|address:回龙观|location:116.321233,40.082426|tel:010-51090883;010-51090902;010-81792654|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A9JQNH|name:涮涮吧|address:美联美超市B1层|location:116.345547,40.092863|tel:|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7GXTJ|name:盛百味饺子城(回龙观店)|address:回龙观育知西路风雅园2区3号楼中段商业楼|location:116.321364,40.082236|tel:010-81729818;010-58103600;010-81726168|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A8057X|name:老诚一锅(育知西路)|address:回龙观风雅园二区|location:116.321544,40.081711|tel:010-81727532;010-81727533|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A8VPWN|name:很久以前烤串坊(回龙观店)|address:回龙观育知西路(近大中电器)|location:116.321695,40.081361|tel:010-80787283;010-81716818|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A8503C|name:和庆斋(永丰店)|address:永丰路六里屯|location:116.25025,40.065902|tel:010-82477668|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A87CKP|name:田老师红烧肉|address:龙禧三街回龙园公园门口(育知路口)|location:116.326761,40.081894|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A8573F|name:洞庭湘水|address:永丰路六里屯东口(权金城对面)|location:116.249004,40.065212|tel:010-62476907|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7QXVR|name:兄弟川菜(回龙观店)|address:回龙观风雅园三区3号楼|location:116.322413,40.079671|tel:010-81710745|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:010|poiid:B000A885RA|name:蜀粹|address:西北旺镇永丰路25号(永丰派出所南200米路西)|location:116.247768,40.064897|tel:010-82474789|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A83ISB|name:好嫂子刀削面|address:回龙观风雅园3区3号楼|location:116.322462,40.079492|tel:010-81716678|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7X29H|name:千方老鸭汤(回龙观店)|address:育知东路|location:116.332375,40.083151|tel:010-8888888;010-56276518;010-57108690|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7P8T0|name:韩中阁烤肉城(分店)|address:回龙观风雅园三区3号楼|location:116.322632,40.079286|tel:010-81710050|type:餐饮服务;外国餐厅;韩国料理
citycode:010|poiid:B000A7XE44|name:湘赣边界|address:回龙观文化居住区云趣园二区东南角|location:116.332065,40.082798|tel:010-81710102|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A9JRWG|name:兰州牛肉拉面|address:育知西路回龙观风雅园三区(近龙华园公交站)|location:116.3244,40.07949|tel:010-81736646|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A81665|name:金百万烤鸭(回龙观店)|address:回龙观镇风雅园三区10号商业楼|location:116.322804,40.07881|tel:010-81735588;4006662000;010-81737671|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A7PTL9|name:老马富贵拉面(北安河路)|address:聂各庄路附近|location:116.12189,40.090724|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A885RE|name:信阳菜馆|address:西北旺镇永丰路(近权金城)|location:116.248142,40.063841|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A84XRT|name:金手勺|address:西北旺镇六里屯村东2号(永丰派出所南侧)|location:116.248454,40.063179|tel:010-62441855;010-87673893|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7R0ER|name:羊大爷涮肉(永丰路)|address:永丰路|location:116.24859,40.062852|tel:010-62477887;010-58711666|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A831F2|name:比格比萨(回龙观餐厅)|address:回龙观西大街110号华联商厦3层|location:116.319249,40.075961|tel:010-80770816|type:餐饮服务;快餐厅;快餐厅|餐饮服务;外国餐厅;西餐厅(综合风味)
citycode:010|poiid:B000A8VP3X|name:巴乡石锅鱼|address:苏家坨镇西小营南站(近金百万)|location:116.160809,40.072415|tel:010-62468586|type:餐饮服务;中餐厅;海鲜酒楼
citycode:010|poiid:B000A84XHF|name:食为天|address:上地软件园唐家岭北站|location:116.286326,40.066256|tel:|type:餐饮服务;中餐厅;北京菜
citycode:010|poiid:B000A8VNA4|name:蜀湘园|address:回龙观西大街9号院-17-8|location:116.338723,40.082431|tel:010-59264286|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:010|poiid:B000A87BQ4|name:包天下|address:回龙观东亚上北中心西门底商17-4|location:116.338796,40.082167|tel:010-59264286;010-59974686|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A87783|name:嘉和一品(回龙观店)|address:回龙观西大街118号龙冠置业大厦B座102室|location:116.319008,40.074399|tel:010-59813085|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A83K0Y|name:鑫巴蜀(回龙观店)|address:回龙观西大街112号|location:116.321112,40.07502|tel:010-80771956|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:010|poiid:B000A87AD3|name:大粥锅粥店(回龙观店)|address:回龙观镇回龙观西大街18号|location:116.329797,40.078028|tel:4006606629;010-81717551|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A86836|name:鸿毛饺子|address:回龙观西大街18号港龙商业中心|location:116.330302,40.078207|tel:010-81720599|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A8X58Y|name:魏家凉皮(回龙观店)|address:回龙观西大街18号港龙商业中心|location:116.330473,40.078269|tel:010-56235619;010-58103600|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8UEW0|name:福华肥牛城(宏福大道)|address:城亢上广场,府学路25号|location:116.373637,40.101057|tel:010-81785851;010-89710686|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A8X7EY|name:广味小厨|address:回龙观西大街18号港龙商业中心|location:116.330627,40.078319|tel:010-56237739|type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:010|poiid:B000A8VQQ9|name:老西安|address:回龙观西大街18号港龙商业中心|location:116.330662,40.078319|tel:010-81718077;010-59147880|type:餐饮服务;中餐厅;西北菜
citycode:010|poiid:B000A882SH|name:盘古神韵|address:西北旺六里屯赵庄村|location:116.249432,40.060996|tel:010-62474099|type:餐饮服务;中餐厅;北京菜
citycode:010|poiid:B000A83GX3|name:山城辣妹子重庆鸳鸯火锅|address:回龙观西大街18号港龙商业中心Ⅱ-101号|location:116.33122,40.078518|tel:010-81726581|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A83KMC|name:巴腾火锅|address:回龙观西大街18号港龙商业中心2层|location:116.331754,40.078685|tel:010-81723197|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A83EKT|name:麦当劳(回龙观西大街店)|address:回龙观北店时代广场C座|location:116.335721,40.080303|tel:010-89707431;010-80750395|type:餐饮服务;快餐厅;麦当劳
citycode:010|poiid:B000A87AT7|name:金真子纸上烤肉|address:回龙观西大街18号港龙商业中心2层|location:116.332013,40.078749|tel:010-81735918;010-81716666;010-81716999|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A87BQH|name:金海捞|address:回龙观西大街19号北店时代广场E座2层|location:116.337836,40.080533|tel:010-80750088|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A8XIB2|name:沙县小吃(北京新宇医院西)|address:七北路附近|location:116.375069,40.100664|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A83EDW|name:必胜宅急送|address:回龙观育知东路|location:116.333506,40.078192|tel:4008123123|type:餐饮服务;快餐厅;必胜客
citycode:010|poiid:B000A9DGA3|name:鱼馆|address:兴寿镇桃峪口静之湖度假酒店内|location:116.441329,40.241971|tel:010-61709988|type:餐饮服务;中餐厅;北京菜
citycode:010|poiid:B000A882SO|name:老北京菜馆|address:永丰路|location:116.250629,40.05818|tel:010-51772456|type:餐饮服务;中餐厅;北京菜
citycode:010|poiid:B000A83EDR|name:啃壹锅(育知东路)|address:龙腾苑六区9|location:116.33407,40.075069|tel:010-81726368;010-81726928|type:餐饮服务;中餐厅;火锅店
